"Lugar de residencia";"Población";"Confirmados PDIA";"Confirmados PDIA 14 días";"Tasa PDIA 14 días";"Confirmados PDIA 7 días";"Total Confirmados";"Curados";"Fallecidos";"Fecha"
"Atajate";"169";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Benadalid";"233";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Benalauría";"438";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Benaoján";"1453";"1";"26";"1789,4012388162423";"5";"1";"2";"0";"18/02/2021"
"Benarrabá";"446";"1";"1";"224,2152466367713";"1";"1";"0";"0";"18/02/2021"
"Burgo (El)";"1792";"0";"5";"279,01785714285717";"1";"0";"3";"0";"18/02/2021"
"Cartajima";"242";"0";"1";"413,22314049586777";"0";"0";"1";"0";"18/02/2021"
"Cortes de la Frontera";"3065";"2";"22";"717,78140293637841";"6";"2";"5";"0";"18/02/2021"
"Cuevas del Becerro";"1597";"0";"1";"62,61740763932373";"0";"0";"1";"0";"18/02/2021"
"Faraján";"261";"0";"1";"383,14176245210729";"0";"0";"1";"0";"18/02/2021"
"Gaucín";"1589";"1";"12";"755,19194461925736";"5";"1";"1";"1";"18/02/2021"
"Genalguacil";"393";"0";"1";"254,45292620865141";"0";"0";"0";"0";"18/02/2021"
"Igualeja";"752";"0";"2";"265,95744680851061";"0";"0";"1";"0";"18/02/2021"
"Jimera de Líbar";"379";"0";"1";"263,85224274406335";"0";"0";"1";"0";"18/02/2021"
"Jubrique";"523";"0";"2";"382,4091778202677";"0";"0";"0";"0";"18/02/2021"
"Júzcar";"214";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Montecorto";"586";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Montejaque";"949";"0";"5";"526,87038988408847";"0";"0";"-1";"1";"18/02/2021"
"Parauta";"239";"0";"1";"418,41004184100416";"0";"0";"0";"0";"18/02/2021"
"Pujerra";"308";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Ronda";"33730";"16";"252";"747,10939816187374";"77";"16";"70";"2";"18/02/2021"
"Serrato";"482";"0";"5";"1037,344398340249";"0";"0";"0";"0";"18/02/2021"
"Alhaurín de la Torre";"41170";"4";"132";"320,62181199902841";"26";"4";"16";"0";"18/02/2021"
"Alhaurín el Grande";"25358";"1";"47";"185,34584746431108";"13";"1";"21";"0";"18/02/2021"
"Álora";"13112";"1";"31";"236,42464917632702";"2";"1";"8";"0";"18/02/2021"
"Alozaina";"2061";"0";"10";"485,20135856380398";"6";"0";"1";"0";"18/02/2021"
"Ardales";"2506";"0";"1";"39,904229848363926";"1";"0";"0";"0";"18/02/2021"
"Carratraca";"740";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Cártama";"26738";"7";"99";"370,25955568853317";"32";"7";"6";"0";"18/02/2021"
"Casarabonela";"2514";"0";"2";"79,554494828957843";"0";"0";"0";"0";"18/02/2021"
"Coín";"22673";"11";"85";"374,8952498566577";"18";"11";"26";"0";"18/02/2021"
"Guaro";"2280";"1";"6";"263,15789473684208";"1";"1";"2";"0";"18/02/2021"
"Monda";"2697";"1";"7";"259,54764553207269";"4";"1";"3";"0";"18/02/2021"
"Pizarra";"9444";"1";"39";"412,96060991105463";"12";"1";"0";"0";"18/02/2021"
"Tolox";"2136";"0";"1";"46,816479400749067";"0";"0";"0";"0";"18/02/2021"
"Yunquera";"2869";"0";"5";"174,27675148135239";"1";"0";"0";"0";"18/02/2021"
"Municipio de Málaga sin especificar";"0";"-1";"19";NA;"5";"-1";"1";"2";"18/02/2021"
"Albaida del Aljarafe";"3201";"0";"3";"93,720712277413313";"0";"0";"0";"0";"18/02/2021"
"Almensilla";"6175";"1";"9";"145,748987854251";"2";"1";"1";"0";"18/02/2021"
"Aznalcázar";"4588";"0";"9";"196,1639058413252";"3";"0";"0";"0";"18/02/2021"
"Aznalcóllar";"6083";"-1";"1";"16,43925694558606";"0";"-1";"0";"0";"18/02/2021"
"Benacazón";"7222";"0";"14";"193,8521185267239";"2";"0";"0";"0";"18/02/2021"
"Bollullos de la Mitación";"10931";"0";"27";"247,00393376635259";"5";"0";"0";"0";"18/02/2021"
"Bormujos";"22180";"8";"87";"392,24526600541026";"33";"8";"2";"0";"18/02/2021"
"Camas";"27560";"7";"130";"471,69811320754718";"49";"7";"5";"0";"18/02/2021"
"Carrión de los Céspedes";"2547";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Castilleja de Guzmán";"2833";"0";"4";"141,1930815390046";"1";"0";"0";"0";"18/02/2021"
"Castilleja de la Cuesta";"17516";"1";"39";"222,65357387531401";"9";"1";"-1";"0";"18/02/2021"
"Castilleja del Campo";"640";"0";"1";"156,25";"0";"0";"0";"0";"18/02/2021"
"Chucena";"2223";"-1";"4";"179,93702204228521";"3";"-1";"0";"0";"18/02/2021"
"Coria del Río";"30908";"2";"136";"440,01552995988095";"31";"2";"1";"0";"18/02/2021"
"Espartinas";"15824";"2";"30";"189,58543983822042";"12";"2";"3";"0";"18/02/2021"
"Gelves";"10193";"2";"16";"156,97046993034436";"6";"2";"1";"0";"18/02/2021"
"Gines";"13428";"1";"33";"245,75513851653261";"9";"1";"3";"0";"18/02/2021"
"Hinojos";"3961";"0";"2";"50,492299924261552";"0";"0";"0";"0";"18/02/2021"
"Huévar del Aljarafe";"3060";"0";"4";"130,718954248366";"1";"0";"0";"0";"18/02/2021"
"Isla Mayor";"5825";"6";"44";"755,36480686695279";"23";"6";"0";"0";"18/02/2021"
"Mairena del Aljarafe";"46555";"0";"98";"210,50370529481259";"38";"0";"3";"0";"18/02/2021"
"Olivares";"9466";"2";"17";"179,59011197971688";"11";"2";"0";"0";"18/02/2021"
"Palomares del Río";"8843";"0";"5";"56,54189754608165";"0";"0";"0";"0";"18/02/2021"
"Pilas";"13952";"0";"44";"315,36697247706422";"18";"0";"0";"0";"18/02/2021"
"Puebla del Río (La)";"11920";"3";"42";"352,34899328859058";"13";"3";"0";"1";"18/02/2021"
"Salteras";"5564";"1";"11";"197,69949676491731";"5";"1";"0";"0";"18/02/2021"
"San Juan de Aznalfarache";"21774";"1";"81";"372,0033066960595";"29";"1";"7";"0";"18/02/2021"
"Sanlúcar la Mayor";"13943";"3";"27";"193,64555691027755";"10";"3";"2";"0";"18/02/2021"
"Santiponce";"8538";"0";"13";"152,26048254860623";"0";"0";"7";"0";"18/02/2021"
"Tomares";"25455";"1";"59";"231,78157532901199";"24";"1";"1";"0";"18/02/2021"
"Umbrete";"9000";"2";"10";"111,11111111111111";"5";"2";"1";"0";"18/02/2021"
"Valencina de la Concepción";"7776";"0";"33";"424,38271604938274";"10";"0";"1";"0";"18/02/2021"
"Villamanrique de la Condesa";"4477";"0";"25";"558,40964931874021";"7";"0";"0";"0";"18/02/2021"
"Villanueva del Ariscal";"6591";"0";"35";"531,02715824609311";"14";"0";"0";"0";"18/02/2021"
"Sevilla (capital)";"691395";"124";"2202";"318,48653808604342";"697";"124";"71";"5";"18/02/2021"
"Aguadulce";"2035";"0";"1";"49,140049140049143";"1";"0";"1";"0";"18/02/2021"
"Algámitas";"1253";"0";"3";"239,42537909018355";"0";"0";"4";"0";"18/02/2021"
"Badolatosa";"3079";"0";"2";"64,956154595647931";"0";"0";"0";"0";"18/02/2021"
"Cañada Rosal";"3325";"0";"1";"30,075187969924812";"0";"0";"0";"0";"18/02/2021"
"Casariche";"5429";"2";"11";"202,61558298029104";"6";"2";"3";"0";"18/02/2021"
"Corrales (Los)";"3938";"-1";"25";"634,84002031488069";"11";"-1";"7";"1";"18/02/2021"
"Écija";"39893";"1";"43";"107,788333792896";"18";"1";"23";"1";"18/02/2021"
"Estepa";"12497";"6";"45";"360,08642074097781";"29";"6";"7";"0";"18/02/2021"
"Fuentes de Andalucía";"7152";"0";"6";"83,892617449664428";"1";"0";"0";"0";"18/02/2021"
"Gilena";"3727";"0";"1";"26,831231553528308";"0";"0";"9";"0";"18/02/2021"
"Herrera";"6464";"2";"11";"170,17326732673268";"7";"2";"2";"0";"18/02/2021"
"Lantejuela";"3846";"0";"5";"130,00520020800832";"1";"0";"3";"0";"18/02/2021"
"Lora de Estepa";"873";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Luisiana (La)";"4578";"0";"2";"43,6871996505024";"1";"0";"2";"0";"18/02/2021"
"Marchena";"19329";"4";"46";"237,98437580837083";"16";"4";"22";"0";"18/02/2021"
"Marinaleda";"2592";"0";"4";"154,32098765432099";"0";"0";"1";"0";"18/02/2021"
"Martín de la Jara";"2665";"0";"3";"112,5703564727955";"0";"0";"7";"0";"18/02/2021"
"Osuna";"17621";"3";"23";"130,52607684013392";"10";"3";"14";"0";"18/02/2021"
"Pedrera";"5158";"1";"12";"232,64831329972858";"6";"1";"1";"0";"18/02/2021"
"Puebla de Cazalla (La)";"10932";"2";"35";"320,16099524332236";"12";"2";"9";"0";"18/02/2021"
"Roda de Andalucía (La)";"4175";"0";"7";"167,66467065868264";"1";"0";"4";"0";"18/02/2021"
"Rubio (El)";"3369";"2";"6";"178,09439002671417";"4";"2";"1";"0";"18/02/2021"
"Saucejo (El)";"4235";"0";"21";"495,8677685950413";"7";"0";"8";"0";"18/02/2021"
"Villanueva de San Juan";"1090";"0";"9";"825,6880733944954";"4";"0";"1";"0";"18/02/2021"
"Alanís";"1706";"0";"8";"468,93317702227432";"6";"0";"0";"0";"18/02/2021"
"Alcalá del Río";"12186";"5";"138";"1132,4470704086657";"41";"5";"1";"0";"18/02/2021"
"Alcolea del Río";"3347";"0";"30";"896,32506722438006";"10";"0";"0";"0";"18/02/2021"
"Algaba (La)";"16503";"7";"127";"769,55705023329097";"40";"7";"1";"0";"18/02/2021"
"Almadén de la Plata";"1307";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Arroyomolinos de León";"947";"-1";"0";"0";"0";"-1";"0";"0";"18/02/2021"
"Brenes";"12501";"8";"72";"575,9539236861051";"29";"8";"0";"0";"18/02/2021"
"Burguillos";"6766";"0";"12";"177,35737511084835";"3";"0";"4";"0";"18/02/2021"
"Cala";"1159";"0";"1";"86,281276962899057";"1";"0";"1";"0";"18/02/2021"
"Campana (La)";"5238";"2";"55";"1050,0190912562045";"22";"2";"0";"0";"18/02/2021"
"Cantillana";"10736";"5";"59";"549,55290611028317";"23";"5";"1";"0";"18/02/2021"
"Carmona";"28834";"2";"70";"242,7689533189984";"14";"2";"1";"1";"18/02/2021"
"Castilblanco de los Arroyos";"4899";"0";"9";"183,71096142069811";"2";"0";"0";"0";"18/02/2021"
"Castillo de las Guardas (El)";"1468";"5";"24";"1634,8773841961852";"17";"5";"0";"0";"18/02/2021"
"Cazalla de la Sierra";"4684";"0";"7";"149,44491887275834";"4";"0";"0";"0";"18/02/2021"
"Constantina";"5864";"0";"8";"136,4256480218281";"4";"0";"0";"0";"18/02/2021"
"Garrobo (El)";"782";"0";"2";"255,7544757033248";"0";"0";"0";"0";"18/02/2021"
"Gerena";"7674";"1";"7";"91,217096690122489";"1";"1";"0";"0";"18/02/2021"
"Guadalcanal";"2608";"0";"20";"766,87116564417181";"6";"0";"0";"0";"18/02/2021"
"Guillena";"12903";"10";"122";"945,51654653956439";"44";"10";"1";"0";"18/02/2021"
"Lora del Río";"18630";"14";"156";"837,35909822866347";"67";"14";"0";"0";"18/02/2021"
"Madroño (El)";"287";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Mairena del Alcor";"23698";"4";"90";"379,77888429403328";"33";"4";"2";"0";"18/02/2021"
"Navas de la Concepción (Las)";"1542";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Pedroso (El)";"2009";"0";"4";"199,10403185664509";"0";"0";"0";"0";"18/02/2021"
"Puebla de los Infantes (La)";"2980";"0";"1";"33,557046979865774";"0";"0";"0";"0";"18/02/2021"
"Real de la Jara (El)";"1494";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Rinconada (La)";"39062";"21";"285";"729,6093389995392";"123";"21";"6";"0";"18/02/2021"
"Ronquillo (El)";"1377";"4";"13";"944,08133623819901";"9";"4";"0";"-1";"18/02/2021"
"San Nicolás del Puerto";"596";"0";"4";"671,14093959731542";"2";"0";"0";"0";"18/02/2021"
"Santa Olalla del Cala";"2022";"0";"1";"49,455984174085067";"1";"0";"0";"0";"18/02/2021"
"Tocina";"9486";"0";"36";"379,5066413662239";"8";"0";"0";"0";"18/02/2021"
"Villanueva del Río y Minas";"4847";"2";"11";"226,94450175366205";"3";"2";"0";"0";"18/02/2021"
"Villaverde del Río";"7842";"5";"53";"675,84799795970412";"17";"5";"1";"0";"18/02/2021"
"Viso del Alcor (El)";"19324";"0";"69";"357,06892982819289";"15";"0";"10";"0";"18/02/2021"
"Zufre";"796";"0";"0";"0";"0";"0";"0";"0";"18/02/2021"
"Alcalá de Guadaíra";"75533";"8";"319";"422,33196086478756";"116";"8";"10";"0";"18/02/2021"
"Arahal";"19533";"1";"73";"373,72651410433627";"15";"1";"1";"0";"18/02/2021"
"Cabezas de San Juan (Las)";"16358";"4";"43";"262,86832131067365";"18";"4";"11";"0";"18/02/2021"
"Coripe";"1238";"0";"10";"807,75444264943462";"0";"0";"0";"0";"18/02/2021"
"Coronil (El)";"4717";"1";"27";"572,39771040915832";"9";"1";"2";"0";"18/02/2021"
"Cuervo de Sevilla (El)";"8656";"0";"15";"173,29020332717189";"0";"0";"4";"0";"18/02/2021"
"Dos Hermanas";"135050";"27";"508";"376,15697889670491";"123";"27";"38";"2";"18/02/2021"
"Lebrija";"27578";"3";"74";"268,32982812386683";"29";"3";"4";"0";"18/02/2021"
"Molares (Los)";"3518";"1";"35";"994,88345650938038";"6";"1";"0";"0";"18/02/2021"
"Montellano";"7053";"0";"16";"226,85382106904862";"9";"0";"0";"1";"18/02/2021"
"Morón de la Frontera";"27633";"2";"91";"329,31639706148445";"25";"2";"0";"1";"18/02/2021"
"Palacios y Villafranca (Los)";"38548";"3";"104";"269,79350420255264";"19";"3";"13";"1";"18/02/2021"
"Palmar de Troya (El)";"2343";"0";"3";"128,04097311139566";"1";"0";"1";"0";"18/02/2021"
"Paradas";"6857";"4";"82";"1195,8582470468134";"26";"4";"0";"0";"18/02/2021"
"Pruna";"2605";"0";"3";"115,16314779270634";"0";"0";"1";"0";"18/02/2021"
"Utrera";"50962";"15";"232";"455,24116008005967";"83";"15";"16";"0";"18/02/2021"
"Municipio de Sevilla sin especificar";"0";"-1";"33";NA;"7";"-1";"0";"0";"18/02/2021"
